ResponseID,warmth_5,god_5,god_6,death_5,death_6,elderly_5,power_5,power_6,conservati_5,time_5,purity_5,sweet_5,sexypics_5,gender,religionbinary
R_eJszrLcFYnOwS2x,52,68,47,1,7,94,100,89,68,44,92,5,79,1,-0.5
R_7V3T4zhacOHn5qt,63,71,22,26,66,78,98,55,100,84,88,81,94,1,0.5
R_2rB56FnFdM4feqF,16,53,14,9,9,81,94,69,49,62,58,58,60,1,-0.5
R_9NAVpRhzn38bP5H,48,50,49,49,42,45,38,45,50,59,39,33,51,1,-0.5
R_80waQ4P0ffkJd1b,51,31,50,13,14,80,100,61,66,50,77,31,35,2,-0.5
R_09bvljuDDrl0q2x,8,14,23,0,0,85,52,70,56,16,28,4,78,1,0.5
R_elZBgB3xZ4nL0ZT,6,47,40,8,0,94,80,65,57,35,30,4,43,1,0.5
R_3L5DN6GZr1RqoOp,3,33,53,2,2,57,93,8,10,16,39,4,53,1,0.5
R_bjELNIhj5wj6Vvf,13,0,0,0,0,69,90,9,39,0,46,0,27,1,-0.5
R_bKh728DDSuDLW4t,32,0,83,0,0,86,100,0,100,38,100,80,0,1,0.5
R_eM3WXJn55YeoD53,9,19,21,0,0,51,68,1,8,18,13,10,35,2,0.5
R_4U9CMELIqHQf457,6,1,30,0,0,84,82,36,51,1,100,19,24,1,-0.5
R_067B8yuyV1WXdFH,42,0,0,0,23,82,100,78,71,24,63,57,80,2,-0.5
R_24BdFeQdxs1Dt6R,7,60,0,0,0,49,85,26,0,16,50,0,14,2,-0.5
R_efcAddfuCUYtTcp,15,29,3,5,4,65,92,54,25,20,65,2,20,2,0.5
R_1SRIYaz2kAeL80J,9,86,92,7,51,78,59,79,87,56,84,44,49,2,0.5
R_bDyto3Ezi4b4HPv,0,74,100,0,0,80,100,75,82,30,73,80,0,1,0.5
R_aVPp3TPPhbR2FNj,4,0,0,0,0,59,88,35,78,83,3,51,7,1,-0.5
R_bedUV9Hmt4t5CtL,0,0,0,0,0,79,100,71,0,0,0,0,100,1,-0.5
R_7NXJZ30aMexk9dX,0,5,0,0,0,68,100,0,88,12,28,0,0,2,-0.5
R_bEemir11WCEwVmZ,18,75,51,14,14,92,98,90,47,7,86,6,12,1,0.5
R_6LFUPgEIBfQeebz,50,81,97,0,8,80,81,64,91,70,80,70,72,2,0.5
R_5yYBCuR1XGwoSl7,14,92,97,60,39,45,100,88,91,44,58,23,30,1,-0.5
R_1NEMHGs06LNnIeF,11,0,12,0,0,58,100,83,56,29,41,24,73,2,-0.5
R_1zdFGYw2w7hf2mx,43,62,100,56,12,77,92,26,55,2,35,0,93,1,0.5
R_4IwcgBmqUFy4etn,0,0,0,0,0,69,80,0,80,19,30,0,0,1,-0.5
R_es3Ngx2OXpUM6z3,69,33,57,0,7,89,100,91,89,40,76,47,64,2,-0.5
R_emQcB3WeLQ5Qexf,0,18,50,0,0,80,100,34,27,50,79,0,0,2,0.5
R_8ewq8u4B42zP9Ot,50,0,39,0,29,80,100,57,74,80,40,24,36,1,-0.5
R_ab0Kbe6P64PghMx,6,5,65,5,5,89,92,8,93,76,67,52,2,2,0.5
R_0SxGcAeDrSDEgu1,6,49,45,1,3,63,91,66,68,57,4,4,68,2,0.5
R_6zfLiAY7qZnfcnr,0,28,20,29,0,59,79,29,17,9,49,19,0,1,-0.5
R_54lUlLMpJiXDSXr,58,19,74,20,10,70,88,77,75,26,69,35,74,1,0.5
R_9EMLc0MY2rBqNAp,23,0,0,9,0,100,100,26,66,54,44,12,14,1,-0.5
R_6EyP9FS3pharbrn,NA,NA,NA,NA,NA,87,100,62,NA,25,58,53,54,1,-0.5
R_d0TbQLN6WqR3XV3,0,0,50,0,0,63,100,0,50,0,0,0,82,1,0.5
R_6RuK2DURxUKh2tf,3,6,80,0,0,77,98,65,11,26,75,23,97,1,-0.5
R_esvHgf4rbCwsem9,6,50,48,5,5,71,90,32,43,30,12,60,7,2,-0.5
R_eA0WVjxp2ltuS4B,4,0,41,0,0,93,95,64,25,0,65,17,32,2,0.5
R_cvDXO7xulauObvT,0,23,7,0,0,42,65,10,47,25,45,11,19,2,0.5
R_25WqW1AqAOIE4ol,0,0,1,0,0,87,100,74,34,26,75,0,5,1,-0.5
R_2bGjSegL1CHTgkB,67,42,13,33,81,29,22,76,37,29,64,49,37,1,-0.5
R_6yXNmR8FR4pj1Nr,63,0,0,4,0,89,100,85,96,50,60,27,32,1,0.5
R_0v4y67zjwCkwZ13,0,0,100,56,56,100,61,0,61,0,51,62,100,2,-0.5
R_6FCWTNrFx5eDqND,0,42,16,0,0,80,100,8,0,0,93,8,11,1,-0.5
R_3TYcz2Q1gurJlk1,4,81,79,7,5,67,89,79,79,20,82,19,90,1,-0.5
R_aXL38CxDUld6mm9,7,5,47,0,0,91,100,55,10,46,97,14,33,2,-0.5
R_380bdY28A5mUHv7,6,33,54,9,15,80,74,75,32,12,97,27,43,2,-0.5
R_00UipJnK9iTgdcF,14,27,25,19,17,66,88,74,55,28,41,55,21,1,-0.5
R_1RdzOs10I4Mv9Dn,43,61,65,5,10,87,83,30,53,64,52,8,62,1,-0.5
R_38yQeaJ0PfbRkB7,0,31,12,6,0,57,91,21,79,48,29,0,63,2,0.5
R_0cxJoPbZDNVKuqN,0,0,0,0,0,0,99,0,60,5,0,0,1,2,0.5
R_3Ep9D21o4ttuPOd,60,60,64,5,20,88,85,83,50,57,71,61,76,1,0.5
R_eSe9jURzatV3Rzf,0,0,0,0,0,45,100,49,0,0,30,0,0,1,-0.5
R_8Aly2ufy7EOuqEJ,0,0,0,0,0,88,99,52,29,10,51,0,9,2,0.5
R_7Wgag3f7TPAgLsh,21,37,48,NA,NA,86,76,61,53,10,18,25,5,1,-0.5
R_7OgExbRMGXgThmR,0,52,22,0,0,100,80,14,70,0,73,0,20,1,-0.5
R_8wgTYvJVUjlNPz7,0,66,0,0,0,79,100,27,35,37,46,0,32,1,-0.5
R_3l4sropfn707KT3,91,0,82,0,0,100,100,40,69,0,80,51,70,2,-0.5
R_3EEBuV5EHljpZ2Z,32,89,8,1,5,86,99,85,82,9,43,8,74,1,-0.5
R_3sMi1kuIA7MjHFj,0,16,68,0,0,84,92,0,37,9,48,9,17,2,0.5
R_8CYhz1oVt0WKHQ1,3,41,94,3,2,50,60,46,1,6,48,27,39,1,0.5
R_4V3ttKotCcqHO6N,0,59,55,0,41,64,100,28,35,33,29,25,0,1,0.5
R_aYnKrspmwLE5Dxz,20,0,0,0,0,80,100,40,0,0,100,0,40,1,0.5
R_dgMoiv93O8jDRTn,20,73,68,28,24,71,81,56,61,47,82,27,42,1,0.5
R_9GmJ4aUjmazXT5b,0,10,30,10,0,70,90,50,50,60,70,0,60,1,-0.5
R_cUPpnGXQfxFt9s1,0,67,34,0,0,100,100,97,0,90,88,33,6,1,0.5
R_daFR37I0j1Hb58V,1,0,0,1,0,59,40,10,0,0,45,18,1,1,0.5
R_425mS672qdiX1Bj,26,74,59,0,2,82,100,70,64,19,91,23,62,1,-0.5
R_24aH8xjoKcuyMjb,0,51,11,3,69,84,87,60,75,28,41,0,82,1,-0.5
R_bfHQFcGwiMdnAkR,33,46,80,0,0,80,100,10,61,0,21,2,0,1,-0.5
R_1GNBp4pU0R5FXRb,18,31,77,0,0,80,93,35,71,29,92,3,22,2,0.5
R_5oTrnjGmnqmT3Fj,0,87,0,8,7,100,100,14,79,100,100,0,80,1,-0.5
R_bkCu6GEBNN9aE2V,78,84,72,26,30,92,93,39,30,80,80,50,72,1,0.5
R_0JSLFhX0lIDhx8p,0,100,100,0,0,91,100,53,100,31,61,0,0,1,-0.5
R_54kLGIuCsdBofgF,0,61,30,0,0,94,91,5,82,22,9,9,0,2,-0.5
R_6tiFT14AeimYhdb,38,37,43,20,45,59,88,22,63,43,43,30,5,2,-0.5
R_24DdL3Xh5F8X2kd,65,66,14,5,20,73,91,48,14,24,68,24,52,1,-0.5
R_bkYyrYViuXNS92l,0,84,23,0,0,53,71,8,48,15,12,52,10,2,-0.5
R_afvbnlGVycI3PKt,0,80,100,0,0,80,100,20,48,0,40,0,70,2,0.5
R_8eoZTaR7B4bX5oV,20,66,52,9,0,90,100,79,68,27,75,9,37,2,0.5
R_3gbEHAhK02toR2l,51,0,3,0,0,68,58,43,33,18,55,0,68,1,-0.5
R_86xICwHk6byhARn,0,0,0,0,0,90,100,40,50,85,0,0,0,1,-0.5
R_b1NGNny5nfEG7mR,30,54,66,0,0,69,80,48,59,40,61,20,18,1,0.5
R_6u7CI32V7e0muwJ,3,71,25,0,0,46,79,74,27,47,3,8,9,2,0.5
R_8um8fkqIeemgRjD,0,19,25,8,7,59,83,51,48,3,21,0,17,1,0.5
R_3pHIx3MKpiL0J6t,5,55,52,0,0,94,96,21,0,13,20,55,5,1,-0.5
R_5uso5rujM0M8JpP,0,68,85,2,9,80,100,75,14,24,100,12,0,1,-0.5
R_85GfM4XGZMubrNz,29,51,57,30,4,73,89,51,75,32,43,14,56,1,0.5
R_cJgnIBUqXs9FGoR,0,0,100,0,0,50,100,0,30,0,50,0,0,1,0.5
R_cRYJRi9RH6s1r2l,0,39,49,41,35,100,100,52,50,31,89,48,100,1,-0.5
R_3yOOmuWHm7GcFhj,13,57,12,0,0,54,88,17,52,16,58,18,47,2,-0.5
R_4UFLp6Q979o8hr7,0,24,54,0,20,52,85,42,0,33,46,0,15,1,-0.5
R_3EPEHuoggncedzn,5,38,49,0,0,67,100,0,94,3,79,0,2,1,0.5
R_9So3LqgLsQISY97,13,60,59,0,11,66,100,65,44,37,45,28,8,1,-0.5
R_39iipVYEZSjyFc9,0,39,89,0,0,54,91,70,50,60,71,0,0,1,0.5
R_4J7N16gsfzuHFQh,0,87,100,0,0,100,100,67,70,32,100,52,50,1,0.5
R_6iobq41pg7EpwGN,0,54,37,0,0,79,91,7,14,48,17,17,36,1,-0.5
R_2rDI1nqfmAJoDVX,6,41,6,1,5,88,96,6,73,6,30,10,33,1,-0.5
R_8j1bX4Oj86u01iR,10,42,35,8,15,87,82,11,51,14,71,34,30,1,0.5
R_0pwqqPen3BSz0dD,0,79,81,0,0,100,89,64,61,48,80,65,0,2,-0.5
R_82Jpjv2VuoKFoWN,22,27,23,0,0,40,80,70,70,NA,30,5,20,1,-0.5
R_88hhWT4ZgaWo3Bj,20,9,9,19,9,62,100,81,60,71,9,70,11,1,0.5
R_eD0VXH5GJn7KnqJ,0,0,51,0,0,37,99,37,18,0,7,0,1,2,0.5
R_7WjCSt7fIvp6RKZ,30,0,48,0,0,27,86,14,75,21,62,0,0,2,-0.5
R_bNQzk4dEwHQC5Pn,0,93,25,0,0,100,100,35,3,30,55,15,6,1,0.5
R_7WZZFOvHqyQqzD7,25,76,75,0,0,87,91,0,96,34,77,75,0,1,-0.5
R_1MT7v5BrHwEEQkd,38,42,48,7,6,58,84,28,69,35,66,10,53,1,-0.5
R_6olFSu4RCoAoABL,0,0,0,0,0,38,90,79,59,0,70,0,20,1,-0.5
R_4MFcscrlJdbp60l,NA,100,100,NA,NA,70,84,53,52,12,89,0,100,1,0.5
R_401iwj8nmiXMJeJ,4,14,14,0,0,68,82,25,55,8,45,10,57,1,-0.5
R_3HLis4VqCOob1bv,0,0,60,0,0,100,100,100,44,0,100,0,100,1,0.5
R_9TQCTpzeaEzQXlz,11,13,12,0,0,46,89,58,52,16,0,0,14,1,-0.5
R_8v2H6mcPTN4JS1D,34,63,63,4,18,65,73,59,51,7,67,9,40,1,-0.5
R_07BCniEP0XLpxe5,0,0,0,0,0,100,100,100,100,0,0,0,0,1,-0.5
R_8FXbLf2H3DUPUkR,1,67,57,0,0,69,100,70,64,0,51,0,0,2,0.5
R_235f9aAGBWEl2dL,28,34,32,0,48,100,82,88,98,53,99,16,24,1,-0.5
R_agfSBRl8j8XxUVv,2,19,0,0,0,31,97,0,19,11,42,14,0,1,-0.5
R_3ZQLTiWZAErKYPH,5,50,50,0,0,84,93,4,80,5,53,0,38,1,0.5
R_dh8Z00n5n0PyYN7,61,86,81,19,27,91,85,75,32,64,75,32,60,1,-0.5
R_dhQs5P92bxYOXPv,0,19,100,0,0,48,58,16,37,25,77,33,7,1,0.5
R_cZ5fgCCX7i4cK2x,0,0,100,49,0,72,88,83,2,0,0,0,100,1,-0.5
R_1Ao7mGUiBssv1nn,63,0,31,0,0,79,92,23,33,0,32,22,87,1,0.5
R_7376dJNovf0NN4x,0,0,0,0,0,100,100,80,60,39,72,0,0,1,-0.5
R_8IiUroTErz9tKip,5,32,9,0,38,85,79,89,54,8,7,65,1,2,-0.5
R_bqLXLp1a0vMnH0x,51,75,84,31,29,67,34,37,70,50,70,58,46,1,0.5
R_5b6GEbIeBhOfwAR,4,79,5,6,6,84,85,87,33,47,98,7,91,1,0.5
R_3fSIR9WbmOOjIlD,0,0,0,0,0,41,59,24,0,47,35,0,46,1,-0.5
R_8kcIYv0PljmkJKZ,13,52,5,3,13,75,47,67,72,55,38,5,36,1,-0.5
R_5tmmvOUWtCDfi1T,2,33,41,0,0,55,100,13,49,0,17,2,61,2,-0.5
R_bKkyJt89GrzR9g9,18,100,38,0,0,90,100,0,0,9,58,0,19,2,-0.5
R_0oG3fckY4MzBP1z,0,56,0,0,0,82,100,29,64,20,71,0,95,1,-0.5
R_czRxdQk0mjdz51b,15,88,87,0,1,76,100,46,33,5,58,11,84,2,0.5
R_9naYxWV53JWNo0t,33,80,70,0,0,70,91,19,18,69,49,0,54,1,0.5
R_0TmIMPhfXdQjXRH,2,26,29,4,4,85,92,46,42,38,72,22,43,1,-0.5
R_3OURdA2bY6VgHMp,100,50,0,0,10,70,100,40,30,50,40,60,5,1,-0.5
R_cu4UCqLsDxbpoCp,77,40,100,4,29,79,97,53,45,3,14,61,4,2,0.5
R_eFYsdlea55MbNxH,0,100,0,0,0,100,100,0,0,100,100,100,100,1,-0.5
R_bOfas7YoIlw7xY1,16,11,4,11,8,96,98,40,6,31,32,5,78,1,-0.5
R_3qK6Wnu2b3T2NQp,46,69,83,6,9,66,96,44,59,48,53,53,49,1,0.5
R_3Wt6ewyjElPyZdr,0,72,48,0,0,67,100,33,71,26,51,0,16,1,0.5
R_82mxr8UT5ogNYRT,30,29,50,0,0,71,94,63,7,18,18,0,29,1,0.5
R_5ja1xy2LVHaFZTT,15,32,13,0,0,74,96,88,88,19,82,6,30,2,0.5
R_42vSm1KaEDESy7b,37,23,16,20,24,12,69,51,59,21,69,19,52,1,0.5
R_8k27Pu73kMTuRql,0,0,89,0,0,75,92,0,0,0,0,0,59,1,-0.5
R_bjSLWCH3wsxg1zD,0,0,0,0,0,70,100,0,50,40,0,0,0,2,-0.5
R_1BJCBPfyzCe2GUJ,3,5,6,5,3,95,94,79,1,4,75,6,83,1,-0.5
R_0TEywwAX50JdKuh,8,86,100,0,0,69,90,100,7,33,51,19,0,2,0.5
R_1HoKcYQ8QusXjMx,0,68,70,0,0,70,100,60,34,18,38,0,7,2,-0.5
R_8CgQMC65Rs3HxHL,0,0,100,0,0,70,100,50,50,30,50,20,0,2,-0.5
R_39o48mFhvNjs0QJ,17,0,0,9,9,63,80,55,80,55,12,0,66,1,-0.5
R_6rmKAgQVlqgH5oF,79,60,74,3,6,100,84,72,63,6,98,5,1,1,0.5
R_efYlkQWaqvYph9H,0,78,87,0,0,81,100,57,46,62,44,30,0,2,0.5
R_2o5laNLl8kzAfJ3,21,41,56,32,35,26,74,72,55,76,48,69,33,1,-0.5
R_6J9nm3E5VfLgO8J,0,62,76,0,0,70,100,50,0,10,62,0,62,1,0.5
R_ag7qC6Ito9dCDU9,18,17,45,0,0,56,98,0,0,0,25,0,0,2,0.5
R_3WAEdJ2pb8BCkHr,5,51,0,0,5,79,100,51,89,13,58,0,56,1,-0.5
R_d59qh3cOUNtmboV,1,69,70,2,2,47,100,29,29,5,71,26,25,1,0.5
R_3fyjZodgN5lqOSV,0,0,0,0,0,80,100,70,40,40,60,70,70,2,-0.5
R_6z1i2Ny3ckfbpKl,0,56,12,1,0,69,100,47,81,0,89,0,0,1,-0.5
R_4TsPkIOxX0hHJqZ,0,76,86,6,18,90,100,0,16,22,10,21,18,1,0.5
R_03ASfzT3VcTkqUJ,4,0,0,0,0,58,100,60,100,10,0,11,26,2,-0.5
R_1SK7ST9GrY13k2N,8,53,33,18,11,50,92,45,51,39,22,8,15,1,-0.5
R_432aeZHHLIOYkwB,17,61,57,0,6,71,94,74,45,2,66,15,73,1,0.5
R_do1EecLLvpzw0ER,48,48,47,30,46,40,61,53,29,45,73,22,61,1,-0.5
R_b9L0KAyJKdBZpcx,37,25,93,0,0,70,90,37,71,65,56,27,0,1,0.5
R_bpdWpzDz57kMEJf,5,43,14,1,2,73,100,38,1,3,1,2,84,1,0.5
R_0NES3uzLFcGXsA5,0,50,100,0,80,50,100,0,100,0,73,0,0,1,0.5
R_3JKdFS5kUwSRJEp,10,59,38,0,0,69,100,37,47,0,47,29,19,1,0.5
R_88nl9UCaZROEBh3,11,71,87,0,9,90,100,68,53,74,91,16,40,1,0.5
R_bkmhrtLxR7RmBFP,71,56,42,50,22,83,100,46,60,32,67,14,50,1,0.5
R_enZ0gIFuiVJ0QxT,0,0,0,0,0,100,100,73,54,0,100,0,66,2,-0.5
R_39ielp3Qbwxl3gx,70,32,71,0,0,91,100,16,52,0,NA,0,14,1,0.5
R_5p5pa07gkx5rb6Z,0,0,0,0,0,100,100,26,50,20,50,0,0,1,-0.5
R_8IaHYAFL71vktdH,7,28,57,4,39,89,100,100,58,48,59,18,58,1,0.5
R_3rusKsw1RZoiM9T,52,93,91,6,5,58,93,15,64,84,30,85,26,1,0.5
R_1Fk6KY4gUcc99xr,53,56,39,52,43,52,44,42,59,38,52,43,59,2,0.5
R_eRuiRPQmcdzthu5,2,13,13,0,10,76,100,54,27,18,0,6,59,2,-0.5
R_6FkbpXOQb74JPff,13,6,6,0,0,81,82,49,17,43,9,0,76,2,-0.5
R_54oyK9d4noSbyRf,32,0,0,0,0,31,64,29,19,9,55,0,53,1,-0.5
R_88626h7arhjXRXv,30,0,0,0,0,50,100,72,50,29,50,0,26,2,-0.5
R_41U0VCTAfP67PEN,15,6,3,2,5,80,7,10,91,6,32,6,12,1,-0.5
R_2itNTVQTUXE8Gln,0,0,26,0,0,92,100,0,50,0,12,0,0,1,0.5
R_1Igsuj1tWuKMZrn,0,45,100,0,0,59,100,41,0,0,26,26,24,2,0.5
R_6KitAwzFhyAFiHb,44,46,NA,0,50,79,100,2,100,48,100,0,71,2,0.5
R_bQM5X7bEtFsSVpj,0,48,60,0,0,100,100,1,56,54,0,0,100,2,-0.5
R_cMjbeNMEfkUwfhr,74,57,43,0,0,100,79,25,85,34,28,28,12,1,-0.5
R_41SmpxeVGSFvJDT,NA,100,NA,NA,NA,92,79,53,73,NA,100,NA,52,1,-0.5
R_5pwLB0qOGLKsXDT,68,70,50,0,1,75,89,64,77,87,30,0,33,1,0.5
R_7UKUJIG4WZQ7fJH,0,58,34,0,0,55,100,58,52,18,69,28,64,1,-0.5
R_7Vvveov9pvB9DMh,25,8,17,3,27,23,26,20,41,28,12,50,21,1,-0.5
R_0oD7Yko0hjSZCGp,60,68,45,0,0,56,100,68,44,66,0,47,50,1,-0.5
R_26rlX8roOHNZdE9,38,82,0,0,0,88,94,74,9,64,83,35,52,1,-0.5
R_ctOvtDCwJsiStaB,11,28,4,5,3,63,94,51,62,0,40,9,42,1,-0.5
R_6WOVhRlDSPGkcGV,0,7,0,0,0,61,82,52,73,0,79,0,0,2,0.5
R_571Jvg3UgdPErHf,1,0,6,4,5,90,100,0,28,15,100,10,4,1,-0.5
R_5dw0EPtmDpU9eO9,76,71,46,22,40,43,47,74,49,32,79,80,0,1,-0.5
